slug,title_en,title_ru,recovery_status,set_slugs
lounge-lizards,Lounge Lizards,Тусящеры,full_page,half-horse-will-travel
lousy-pink-shark,Lousy Pink Shark,Тупая розовая акула,full_page,munchkin-booty
love-potion-8½,Love Potion #8½,Любовное зелье № 8 1/2,set_listing_only,munchkin-valentines
low-tech-persuader,Low-Tech Persuader,Примитивный Убеждатель,full_page,star-munchkin
lucius-nose,Lucius' Nose /,,full_page,conan-the-barbarian
luck-of-the-fae,Luck of the Fae,Фейская удача,full_page,munchkin-bites
lucky-cricket,Lucky Cricket,,set_listing_only,monky-business
lucky-penny,Lucky Penny,Пенни-Везенни,full_page,cheat-with-both-hands
lucky-talisman,Lucky Talisman,Талисман Удачи,full_page,cheat-with-both-hands
lumberjerk,Lumberjerk,Лесогруб,full_page,munchkin-hipsters
lumps-of-coal,Lumps of Coal /,,full_page,waiting-for-santa
lunar-cycle,Lunar Cycle,Лунный цикл,full_page,munchkin-bites
lungtaker-potion,Lungtaker Potion,Зелье бронходёра,set_listing_only,munchkin-pathfinder
lurina-steed-chow,Lurina Steed Chow,Соблазнискас,full_page,the-need-for-steed
lust-monster,Lust Monster,Мержавка-Похотница,full_page,unnatural-axe
maaaaaaster,Maaaaaaster!,Хозяяяин!,full_page,munchkin-cthulhu
maaiiiiinnnnnns,Maaiiiiinnnnnns!,Проводааааа!,full_page,munchkin-zombies
mace-in-a-can,Mace in a Can,Газовая дубинка,full_page,munchkin-legends
mace-of-sharpness,Mace of Sharpness,Палица Остроты,full_page,munchkin
machine-gun,Machine Gun /,,full_page,axe-cop|munchkin-axe-cop
mad-billionaire,Mad Billionaire /,,full_page,munchkin-impossible
madness-autophobia,Madness! Autophobia /,,full_page,the-unspeakable-vault
madness-bibliophobia,Madness! Bibliophobia /,,full_page,the-unspeakable-vault
madness-dipsophobia,Madness! Dipsophobia /,,full_page,the-unspeakable-vault
madness-gammaphobia,Madness! Gammaphobia /,,full_page,call-of-cowthulhu
madness-kleptomania,Madness! Kleptomania /,,full_page,call-of-cowthulhu
madness-obsessive-compulsive,Madness! Obsessive-Compulsive /,,full_page,call-of-cowthulhu
madness-paranoia,Madness! Paranoia /,,full_page,call-of-cowthulhu
madness-phobophobia,Madness! Phobophobia /,,full_page,the-unspeakable-vault
madness-pyromania,Madness! Pyromania /,,full_page,the-unspeakable-vault
madness-schizophrenia,Madness! Schizophrenia /,,full_page,call-of-cowthulhu
madness-takes-its-toll,Madness Takes Its Toll,Безумие берёт своё,full_page,munchkin-cthulhu
maggot,Maggot,Личинка,full_page,munchkin-bites
magic-8-bomb,Magic 8-Bomb /,,full_page,munchkin-impossible
magic-bassoon,Magic Bassoon,Волшебный фагот,full_page,munchkin-legends
magic-blessed-dna-potion,Magic Blessed DNA Potion,Зелье Магической Модификации ДНК,full_page,cheat-with-both-hands
magic-crayon,Magic Crayon,Мел волшбы,full_page,munchkin-legends
magic-dragon,Magic Dragon /,,full_page,munchkin-dragons
magic-lamp,Magic Lamp,Волшебная лампа,full_page,munchkin|munchkin-legends
magic-limp,Magic Limp,Влошебная лампа!,full_page,de-ranged
magic-lump,Magic Lump,Огребная лампа!,full_page,de-ranged
magic-missile,Magic Missile,Ракета магического назначения,full_page,munchkin
magic-resistant,Magic Resistant,Магоустойчивый,full_page,the-need-for-steed
magic-wand,Magic Wand,Чудодейная палочка,full_page,super-munchkin
magnet,Magnet,Магнит,full_page,munchkin-fu
magnetic-boots,Magnetic Boots,Магнитные Боты,full_page,star-munchkin
magnetic-crystal-anti-monster-bracelet,Magnetic Crystal Anti-Monster Bracelet,Антимонструйный браслет на магнитиках и кристалликах,full_page,apocalypse|munchkin-apocalypse
magnetic-poles-reverse,Magnetic Poles Reverse,Катастрофа! Смена магнитных полюсов,full_page,apocalypse|munchkin-apocalypse
magnetic-table,Magnetic Table! /,,full_page,munchkin-conan
magnificent-hat,Magnificent Hat,Шапка Величия,full_page,clerical-errors
magnifying-glass,Magnifying Glass /,,full_page,axe-cop|munchkin-axe-cop
mail-drop,Mail Drop /,,full_page,munchkin-impossible
mailbox,Mailbox,Почтовый ящик,full_page,munchkin-zombies
mailman,Mailman,Почтальон,full_page,munchkin-zombies
make-humerus-comments,Make Humerus Comments,Подставь плечо,full_page,munchkin-zombies
make-stupid-joke-with-gms-pet,Make Stupid Joke With GM's Pet! /,,full_page,pants-macabre
make-the-gm-laugh,Make The GM Laugh,Рассмеши мастера,full_page,de-ranged
make-the-gm-snort-soda-out-his-nose,Make The GM Snort Soda Out His Nose,Заставь мастера поперхнуться колой,full_page,de-ranged
make-their-heads-explode,Make Their Heads Explode /,,full_page,pants-macabre
male-chauvinist-pig,Male Chauvinist Pig,Хряк-шовинист,full_page,clerical-errors
male-chauvinist-pig-0,Male Chauvinist Pig,Толстая чёрная оправа,full_page,munchkin-hipsters
malediction,Malediction,Наговор,full_page,munchkin-bites
malign-intervention,Malign Intervention,Сверъестественное вмешательство,full_page,munchkin-bites
malign-mirror,Malign Mirror,Кривое зеркало,full_page,munchkin
mall-of-the-dead-americans,Mall of the Dead Americans /,,full_page,hideous-hideouts
maltese-duck,Maltese Duck /,,full_page,munchkin-impossible
mammalskin-boots,Mammalskin Boots,Сапоги из звериной шкуры,full_page,half-horse-will-travel
man,Man /,,full_page,axe-cop|munchkin-axe-cop
man-overboard,Man Overboard! /,,full_page,jump-the-shark
man-owar,Man o'War /,,full_page,jump-the-shark
maniac-minion,Maniac Minion,Миньон-маньяк,full_page,munchkin-bites
maniacal-laugh,Maniacal Laugh,Истеричный смех,full_page,munchkin-cthulhu
mantis-blade,Mantis Blade,Клинок богомола,full_page,munchkin-pathfinder
many-many-bugs,"Many, many bugs",Много-много жуков,full_page,apocalypse|munchkin-apocalypse
marbles,Marbles,Шарики,full_page,armed-and-dangerous
marique,Marique /,,full_page,conan-the-barbarian
markov-the-beast,Markov the Beast,Марко Зверев,full_page,super-munchkin
marksmanship-training,Marksmanship Training /,,full_page,munchkin-impossible
marlinspike,Marlinspike /,,full_page,jump-the-shark
marooned,Marooned!,Брошен на острове,full_page,munchkin-booty
martial-helmet,Martial Helmet,Военачальный шлем,full_page,munchkin-legends
martial-law-declared,Martial Law Declared,Военное положение,full_page,apocalypse|munchkin-apocalypse
martian-heat-ray,Martian Heat Ray,Марсианский тепловой излучатель,set_listing_only,munchkin-steampunk
martini-henry-rifle,Martini-Henry Rifle,Винтовка Мартини-Генри,set_listing_only,munchkin-steampunk
marv,Marv,Писатель Волков,full_page,munchkin-bites
mascot,Mascot,Талисман команды,full_page,munchkin-zombies
maser,Maser,Мазер,full_page,star-munchkin
mask-of-acheron,Mask of Acheron /,,full_page,conan-the-barbarian
mass-produced,Mass-Produced,Штампованный,full_page,munchkin-steampunk
master,Master /,,full_page,munchkin-reloaded
master-your-fears,Master Your Fears /,,full_page,the-unspeakable-vault
mata-hairy,Mata Hairy /,,full_page,munchkin-impossible
matching-equipment-set,Matching Equipment Set,Комплект снаряги,full_page,half-horse-will-travel
mate,Mate,Гадкая парочка,full_page,munchkin|munchkin-steampunk
mating-call,Mating Call,Брачный зов,full_page,the-need-for-steed
maul-of-the-titans,Maul of the Titans /,,full_page,munchkin-conan
maul-rat,Maul Rat,Молотая Крысотка,full_page,munchkin
mayonnaise-spit,Mayonnaise Spit /,,full_page,axe-cop|munchkin-axe-cop
mba-in-management,MBA in Management,Мастер управления персоналом,full_page,the-need-for-steed
meals-on-wheels,Meals on Wheels,Закусочная на колесах,full_page,munchkin-zombies
meals-rejected-by-everyone,Meals Rejected by Everyone,Нажористый закусон,full_page,apocalypse|munchkin-apocalypse
mean-medicine,Mean Medicine,Снадобье норова,full_page,the-need-for-steed
meanderthal,Meanderthal,Скитандерталец,full_page,half-horse-will-travel
meaningless-escape,Meaningless Escape,Избежание бегства,full_page,munchkin-bites
mecha-armor,Mecha Armor,,set_listing_only,monky-business
mecha-ninja,Mecha-Ninja,Меха-Ниндзя,full_page,munchkin-fu
mechanic,Mechanic,Механик,full_page,munchkin-steampunk
mechanical-bull,Mechanical Bull /,,full_page,the-good-the-bad-and-the-munchkin
mechanical-moles,Mechanical Moles,Механические кроты,full_page,munchkin-steampunk
mechwalker,Mechwalker,Мехходун,full_page,star-munchkin
med-kit,Med Kit,Аптечка,full_page,star-munchkin
meddling-cleric,Meddling Cleric,Приставучий прист,full_page,munchkin-bites
meddling-kids,Meddling Kids,Суетливые детки,full_page,super-munchkin
medicine-armor,Medicine Armor /,,full_page,the-good-the-bad-and-the-munchkin
medicine-show,Medicine Show /,,full_page,the-good-the-bad-and-the-munchkin
meditate-at-the-temple-of-the-moon,Meditate at the Temple of the Moon /,,full_page,call-of-cowthulhu
medusa,Medusa,Медуза,full_page,clerical-errors
meeple-syrup,Meeple Syrup,Сироп из миплов,full_page,half-horse-will-travel
megalo-don,Megalo Don,Дон Мегалодон,full_page,sheep-impact
meltdown,Meltdown,Катастрофа! Перегрев реактора,full_page,sheep-impact
men-in-black,Men In Black /,,full_page,munchkin-impossible
mental-amplifier,Mental Amplifier,Ментальный Усилок,full_page,star-munchkin
mephitic,Mephitic,Мефитичный,full_page,munchkin-cthulhu
merchant,Merchant,Торговец,full_page,jump-the-shark|munchkin-booty
merchant-hireling,Merchant Hireling,Торговец-наёмничек,full_page,munchkin-promo
merchant-ship,Merchant Ship /,,full_page,fish-ships
merciless-insect-horde,Merciless Insect Horde,Орда безжалостных насекомых,full_page,the-narrow-s-cape
merely-an-outworn-shadow-of-forgotten-sorceries,...Merely An Outworn Shadow Of Forgotten Sorceries /,,full_page,munchkin-conan
mermaid,Mermaid,Русалка,full_page,munchkin-booty
metathesis,Metathesis,Обменяция,full_page,munchkin-bites
meter-maid,Meter Maid,Гаишница,full_page,armed-and-dangerous
mewsical-act,Mewsical Act,ВИА «МЯУ»,full_page,munchkin-kittens
mewtube,MewTube,Мяутюб,full_page,munchkin-kittens
mexican-standoff,Mexican Standoff /,,full_page,the-good-the-bad-and-the-munchkin
mi-goo,Mi-Goo /,,full_page,the-unspeakable-vault
midas-potion,Midas Potion,Зелье Мидаса,full_page,munchkin-legends
midden-of-the-mi-go,Midden of the Mi-Go /,,full_page,crazed-caverns
midgard-serpent,Midgard Serpent,Мидгардский змей,full_page,half-horse-will-travel
midnight-munchkin-madness,Midnight Munchkin Madness /,,full_page,munchkin-the-guild
mighty-tome-of-skillz,Mighty Tome of Skillz,Умный Том Умений,full_page,cheat-with-both-hands
mighty-warhorse,Mighty Warhorse,Мощный боеконь,full_page,the-need-for-steed
mild-mannered-disguise,Mild-Mannered Disguise,Маскировка на скорую руку,full_page,super-munchkin
militia,Militia,Ополченец,full_page,apocalypse|munchkin-apocalypse|sheep-impact
milk-of-amnesia,Milk of Amnesia,Молоко забвения,full_page,munchkin-steampunk
millennium-penguin,Millennium Penguin /,,full_page,space-ships
mime,Mime /,,full_page,pants-macabre
mind-bogglingly,Mind-Bogglingly,Ошеломительный,full_page,cheat-with-both-hands
mind-control-gas,Mind Control Gas,УправМозгГаз,full_page,star-munchkin
mind-controlled-hero,Mind-Controlled Hero,Подчинённый герой,full_page,the-narrow-s-cape
mind-shattering-carvings,Mind-Shattering Carvings! /,,full_page,munchkin-conan
mindless-minion,Mindless Minion /,,full_page,pants-macabre
mine-goes-to-11,Mine Goes To 11!,Поднимаю до 11!,full_page,cheat-with-both-hands
miners-helmet,Miner's Helmet,Шахтёрская каска,full_page,munchkin-cthulhu
mini-minion,Mini-Minion /,,full_page,pants-macabre
miniaturized,Miniaturized,Миниатюрный,full_page,star-munchkin
minimum-legal-armor,Minimum Legal Armor,Минимальный допустимый доспех,full_page,super-munchkin
minimum-security-prison-of-the-dead,Minimum Security Prison of the Dead /,,full_page,hideous-hideouts
minor-god,Minor God,Мелкий бог,full_page,de-ranged
minotaur,Minotaur,Минотавр,full_page,munchkin-legends
mirage,Mirage,Мираж,full_page,munchkin-booty
mirror-portal,Mirror Portal /,,full_page,terrible-tombs
mirrored-shield,Mirrored Shield,Зеркальный щит,full_page,munchkin-legends
miskatonic-university-library-basement,Miskatonic University Library Basement /,,full_page,crazed-caverns
miskatonic-university-t-shirt,Miskatonic University T-Shirt,Футболка университета Мискатоник,full_page,munchkin-cthulhu
misplace-your-race,Misplace Your Race,Вырождение расы,full_page,half-horse-will-travel
misplacer-beast,Misplacer Beast,Растеряхухоль,full_page,the-need-for-steed
miss-ile,Miss Ile,Термоядерная леди,full_page,the-clown-wars
missile-toe,Missile Toe /,,full_page,waiting-for-santa
mistletoe-branch,Mistletoe Branch,Ветка омелы,full_page,munchkin-legends
misunderstood,Misunderstood,Непонятый,full_page,the-clown-wars
misunderstood-man,Misunderstood Man,Непонимаемэн,full_page,super-munchkin
mite,Mite,Коротышка,set_listing_only,munchkin-pathfinder
mithril-armor,Mithril Armor,Мифрильный панцирь,full_page,munchkin
mmm-fresh-meat,"Mmm, Fresh Meat /",,full_page,hideous-hideouts
mob-goblins,Mob Goblins,Толпгоблины,set_listing_only,munchkin-pathfinder
mobogo,Mobogo,Мобого,set_listing_only,munchkin-pathfinder
moby-duck,Moby Duck /,,full_page,jump-the-shark
